text,category
"Dear Sir, We have a requirement of ""SCBA SET   04 NOS & SPARES SCBA CYLINDERS   04 NOS"" as per the attached specifications sheet. END USER: GRSE   KOLKATA We request you to kindly forward the techno commercial proposal along with catalogues. We are looking for your kind support and cooperation. Preferred Model No: CO2-5KG.",general_enquiry
"Dear Sir, We have a requirement of ""SCBA SET   04 NOS & SPARES SCBA CYLINDERS   04 NOS"" as per the attached specifications sheet. END USER: GRSE   KOLKATA We request you to kindly forward the techno commercial proposal along with catalogues. We are looking for your kind support and cooperation. Preferred Model No: CO2-5KG.",general_enquiry
"Hello, kindly send your quote for the below items: 8100 ML AFFF 6% foam container for 135 liter mechanical foam extinguisher (Qty: 1), 2700 ML AFFF 6% foam container for 45 liter mechanical foam (Qty: 6), spare CO2 cartridge for 135 LTR mechanical foam extinguisher (Qty: 1), 135 liter mechanical foam extinguisher (Qty: 1), spare CO2 cartridge for 45 liter mechanical foam extinguisher (Qty: 3), 45 liter mechanical foam extinguisher (semi portable) (Qty: 3), spare CO2 cartridge for 9 LTR mechanical foam (Qty: 8). Preferred Model No: CO2-5KG. Our GST No: 27AABCU9603R1ZV is applicable.",quotation_request
"Hello, kindly send your quote for the below items: 8100 ML AFFF 6% foam container for 135 liter mechanical foam extinguisher (Qty: 1), 2700 ML AFFF 6% foam container for 45 liter mechanical foam (Qty: 6), spare CO2 cartridge for 135 LTR mechanical foam extinguisher (Qty: 1), 135 liter mechanical foam extinguisher (Qty: 1), spare CO2 cartridge for 45 liter mechanical foam extinguisher (Qty: 3), 45 liter mechanical foam extinguisher (semi portable) (Qty: 3), spare CO2 cartridge for 9 LTR mechanical foam (Qty: 8). Preferred Model No: CO2-5KG. Our GST No: 27AABCU9603R1ZV is applicable.",quotation_request
We faced issues with nozzle alignment in 3 delivered units. Preferred Model No: ABC-6KG. Reference PO#: 84523.,complaint
"We require extinguishers and fire accessories for our project in Surat. Please provide rates and technical data sheets. Required items: 4.5 kg CO2 type extinguisher, 5 kg DCP type extinguisher, 50 kg foam based fire extinguisher (trolley mounted), and 22.5 kg CO2 extinguisher (trolley mounted), all with accessories as per Indian Standard.",quotation_request
"Dear Vendor, We at Reliance are in the process of compiling and updating our database of vendor profiles for our records & future procurement opportunities. We kindly request you to share your latest company profile. Items: Item: 4kg CO2 | Qty: 5 | Rate: Rs. 2400/-",general_enquiry
"Dear Vendor, We at Reliance are in the process of compiling and updating our database of vendor profiles for our records & future procurement opportunities. We kindly request you to share your latest company profile. Items: Item: 4kg CO2 | Qty: 5 | Rate: Rs. 2400/-",general_enquiry
"Please quote for 10 extinguishers with CE and UL approvals, to be delivered at our Navi Mumbai facility. As per PO #53348. Our GST No: 27AABCU9603R1ZV is applicable.",quotation_request
"Please quote for 10 extinguishers with CE and UL approvals, to be delivered at our Navi Mumbai facility. As per PO #53348. Our GST No: 27AABCU9603R1ZV is applicable.",quotation_request
One of the delivered units is leaking and appears defective. Kindly arrange replacement. As per PO #98059.,complaint
One of the delivered units is leaking and appears defective. Kindly arrange replacement. As per PO #98059.,complaint
"Hello, kindly send your quote for the below items: 1 pc of 8100 mL AFFF 6% foam container for 135L mechanical foam extinguisher, 6 pcs of 2700 mL AFFF 6% foam container for 45L foam extinguisher, 1 spare CO2 cartridge for 135L foam extinguisher, 1 pc of 135L foam extinguisher, 3 spare CO2 cartridges for 45L foam extinguisher, 3 pcs of 45L semi portable foam extinguishers, 8 spare CO2 cartridges for 9L extinguishers, 8 pcs of 9L foam extinguishers, 16 pcs of 540 mL AFFF 6% foam container.",quotation_request
The suppression system failed during testing despite proper installation As per PO #79858.,complaint
the suppression system failed during testing despite proper installation as per po 79858,complaint
Your technician never arrived to fix the reported FDSS issue As per PO #44997. Preferred Model: ABC-5KG. Items: Item: 4kg CO2 | Qty: 5 | Rate: Rs. 2400/-,complaint
Your technician never arrived to fix the reported FDSS issue As per PO #44997. Preferred Model: ABC-5KG. Items: Item: 4kg CO2 | Qty: 5 | Rate: Rs. 2400/-,complaint
Reminder: We're still awaiting the quote promised last Tuesday Kindly include GST No: 27AAACX1234Z1Z in the invoice.,follow_up
Reminder: We're still awaiting the quote promised last Tuesday Kindly include GST No: 27AAACX1234Z1Z in the invoice.,follow_up
Kindly send the pending quotation for extinguishers we requested Kindly include GST No: 27AAACX1234Z1Z in the invoice.,follow_up
Kindly send the pending quotation for extinguishers we requested Kindly include GST No: 27AAACX1234Z1Z in the invoice.,follow_up
What maintenance schedule do you recommend for aerosol systems? Preferred Model No: ABC-6KG.,general_enquiry
what maintenance schedule do you recommend for aerosol systems?,general_enquiry
Do you provide Bangalore service visits for installed systems?,general_enquiry
do you provide bangalore service visits for installed systems?,general_enquiry
Delivered extinguishers are past expiry. Requesting urgent resolution.... Preferred Model No: DCP-4KG.,complaint
Delivered extinguishers are past expiry. Requesting urgent resolution.... Preferred Model No: DCP-4KG.,complaint
Reminder: We're still awaiting the quote promised last Tuesday... Kindly include GST No: 27AAACX1234Z1Z in the invoice.,follow_up
Reminder: We're still awaiting the quote promised last Tuesday... Kindly include GST No: 27AAACX1234Z1Z in the invoice.,follow_up
"Dear Sir, we require the following material for our MRVCL, Mumbai Railway Project: 120 Nos of 6.5 kg CO2 type fire extinguishers. Please quote your best possible minimum rates along with the delivery ... Our GST No: 27AABCU9603R1ZV is applicable.",quotation_request
"Dear Sir, We have a requirement of ""SCBA SET   04 NOS & SPARES SCBA CYLINDERS   04 NOS"" as per the attached specifications sheet. END USER: GRSE   KOLKATA We request you to kindly forward the techno c... As per PO #80650.",general_enquiry
"Dear Sir, We have a requirement of ""SCBA SET   04 NOS & SPARES SCBA CYLINDERS   04 NOS"" as per the attached specifications sheet. END USER: GRSE   KOLKATA We request you to kindly forward the techno c... As per PO #80650.",general_enquiry
Delivered extinguishers are past expiry. Requesting urgent resolution....,complaint
Delivered extinguishers are past expiry. Requesting urgent resolution....,complaint
Reminder: We're still awaiting the quote promised last Tuesday... Preferred Model No: FMX-2.5L.,follow_up
What's the expected lifespan of your AVD blankets under constant 50°C operating temperatures?,general_enquiry
how many years should you expect your avd blankets to last under constant 50c operating temperatures?,general_enquiry
tell me the expected life of the avd blanket under constant operating temperatures of 50c?,general_enquiry
is the expected life of your avd blankets under constant operating temperatures of 50c?,general_enquiry
tell me the expected lifespan of your avd blankets under constant operating temperatures?,general_enquiry
Do you offer certified training programs for handling chemical fires using your DCP systems?,general_enquiry
do you offer certified training for handling chemical fires using your dcp systems?,general_enquiry
do you offer certification programs for handling chemical fires using your dcp systems?,general_enquiry
do you offer certified training programs for handling chemical fires using your dcp systems?,general_enquiry
Please share the maintenance schedule for aerosol systems installed in server rooms with 24/7 operation.,general_enquiry
Please share the maintenance schedule for aerosol systems installed in server rooms with 24/7 operation.,general_enquiry
Are your CO2 extinguishers compatible with high-voltage (33kV) electrical equipment as per latest IEC standards? Kindly include GST No: 27AAACX1234Z1Z in the invoice.,general_enquiry
Are your CO2 extinguishers compatible with high-voltage (33kV) electrical equipment as per latest IEC standards? Kindly include GST No: 27AAACX1234Z1Z in the invoice.,general_enquiry
We need confirmation if your FPS systems can integrate with our existing Siemens fire alarm panels. Our GST No: 27AABCU9603R1ZV is applicable.,general_enquiry
We need confirmation if your FPS systems can integrate with our existing Siemens fire alarm panels. Our GST No: 27AABCU9603R1ZV is applicable.,general_enquiry
What's the lead time for 50+ units of marine-grade extinguishers with SOLAS certification? Preferred Model No: FMX-2.5L.,general_enquiry
tell me the lead time for 50 units of marine fire extinguishers with solas certification?,general_enquiry
tell me the lead time for 50 units of marine-grade extinguishers with solas certification?,general_enquiry
Do you provide onsite refilling services for DCP extinguishers in the Mumbai region? Kindly include GST No: 27AAACX1234Z1Z in the invoice.,general_enquiry
Do you provide onsite refilling services for DCP extinguishers in the Mumbai region? Kindly include GST No: 27AAACX1234Z1Z in the invoice.,general_enquiry
Please confirm if your 9L foam extinguishers are compatible with AR-AFFF concentrate. Kindly include GST No: 27AAACX1234Z1Z in the invoice.,general_enquiry
Please confirm if your 9L foam extinguishers are compatible with AR-AFFF concentrate. Kindly include GST No: 27AAACX1234Z1Z in the invoice.,general_enquiry
Can you share the test reports for your FDSS from the last 3 years? Our GST No: 27AABCU9603R1ZV is applicable.,general_enquiry
do you have fdss test reports from the last 3 years?,general_enquiry
URGENT: The newly installed suppression system failed during mandatory testing - jets didn't activate and control panel showed error E45. Need immediate replacement! Preferred Model No: CO2-5KG.,complaint
URGENT: The newly installed suppression system failed during mandatory testing - jets didn't activate and control panel showed error E45. Need immediate replacement! Preferred Model No: CO2-5KG.,complaint
Unacceptable! Received 15 expired extinguishers (MFG 2020) against our PO for new stock. Demand full refund plus penalty. Preferred Model No: FMX-2.5L.,complaint
Your technician left our FDSS in worse condition - now showing constant false alarms disrupting operations. Send senior engineer ASAP.,complaint
Your technician left our FDSS in worse condition - now showing constant false alarms disrupting operations. Send senior engineer ASAP.,complaint
Third complaint about leaking DCP extinguishers - this time causing ₹2L damage to sensitive equipment. Will escalate legally.,complaint
the third complaint about leakage of dcp extinguishers - this time causing 2l damage to sensitive equipment - will be escalated legally,complaint
The 'ISI-certified' brackets supplied last week broke during routine inspection - provide genuine certified replacements immediately.,complaint
the 'isi-certified' brackets supplied last week broke during routine inspection - provide certified genuine replacements immediately,complaint
the 'isi certified' brackets which were supplied last week broke during routine inspection - provide genuine certified replacements immediately,complaint
the 'isi-certified' brackets supplied last week broke during routine inspection - provide genuine certified replacements immediately,complaint
Your team missed 3 scheduled maintenance visits despite reminders. Considering terminating AMC contract. As per PO #69129. Preferred Model: DCP-6L.,complaint
your team missed 3 scheduled maintenance visits despite reminders,complaint
False advertising! The 10kg CO2 units delivered hold only 8.5kg as per our calibration check. Items: Item: 4kg CO2 | Qty: 5 | Rate: Rs. 2400/-,complaint
System critical issue: Aerosol generators didn't deploy during controlled test fire. Complete system failure!,complaint
the aerosol generators were not deployed during a controlled fire,complaint
Unauthorized substitution: Received Kanex extinguishers instead of contracted Firefite units. Breach of terms! Preferred Model No: FMX-2.5L.,complaint
Safety hazard: Multiple extinguishers from batch #FH2241 have defective pressure gauges showing false 'full' readings.,complaint
safety hazards multiple extinguishers from batch fh2241 have defective pressure gauges showing false full-color readings,complaint
safety hazard multiple extinguishers from the batch fh2241 have defective pressure gauges showing false 'full' readings,complaint
safety hazard multiple extinguishers from batch fh2241 have defective pressure gauges showing false full '' readings,complaint
safety hazard multiple extinguishers from batch fh2241 have defective pressure gauges showing false 'full' readings,complaint
Follow-up #4: Still awaiting response on our complaint about faulty heat detectors installed 3 weeks ago. Escalating to management.,follow_up
Follow-up #4: Still awaiting response on our complaint about faulty heat detectors installed 3 weeks ago. Escalating to management.,follow_up
Reminder: Pending quotation for 35 ABC extinguishers needed for upcoming safety audit (originally requested 15 days ago).,follow_up
Reminder: Pending quotation for 35 ABC extinguishers needed for upcoming safety audit (originally requested 15 days ago).,follow_up
Kindly update on the status of PO #2241 approval - our procurement deadline is tomorrow EOD. Kindly include GST No: 27AAACX1234Z1Z in the invoice.,follow_up
Kindly update on the status of PO #2241 approval - our procurement deadline is tomorrow EOD. Kindly include GST No: 27AAACX1234Z1Z in the invoice.,follow_up
Second follow-up: No response yet on the technical queries sent last week regarding FDSS integration. As per PO #34127.,follow_up
so far no response on technical questions sent last week regarding fdss integration,follow_up
Please confirm receipt of our signed contract and share implementation timeline for the approved fire system. As per PO #35038. Items: Item: 4kg CO2 | Qty: 5 | Rate: Rs. 2400/-,follow_up
please confirm receipt of our signed contract and share the implementation timeline for the approved fire system,follow_up
Gentle reminder: The promised callback about training schedule never came. We need dates confirmed urgently. Kindly include GST No: 27AAACX1234Z1Z in the invoice.,follow_up
Gentle reminder: The promised callback about training schedule never came. We need dates confirmed urgently. Kindly include GST No: 27AAACX1234Z1Z in the invoice.,follow_up
Following up on our discussion about the customized 50kg foam system - awaiting your feasibility report.,follow_up
following our discussion about the customized 50kg foam system - waiting for your feasibility report,follow_up
following our discussion about the customized 50kg foam system - awaiting your feasibility report,follow_up
following up on our discussion about the custom 50kg foam system - awaiting your feasibility report,follow_up
Requesting update: Has finance approved the quoted ₹12.8L for the warehouse suppression upgrade? As per PO #36036.,follow_up
"Per our call yesterday, please share the revised proposal for AMC services by today 4PM. As per PO #68046.",follow_up
"Per our call yesterday, please share the revised proposal for AMC services by today 4PM. As per PO #68046.",follow_up
Reminder: Tomorrow is the scheduled installation date - kindly confirm crew arrival time.,follow_up
tomorrow is the scheduled installation date - please confirm the time of arrival for the crew,follow_up
Awaiting your response on the warranty claim filed 10 days ago (Ticket #FC-2241). Kindly include GST No: 27AAACX1234Z1Z in the invoice.,follow_up
Awaiting your response on the warranty claim filed 10 days ago (Ticket #FC-2241). Kindly include GST No: 27AAACX1234Z1Z in the invoice.,follow_up
"Per our call yesterday, please share the revised proposal for AMC services by today 4PM.... Reference PO#: 87518.",follow_up
"Per our call yesterday, please share the revised proposal for AMC services by today 4PM.... Reference PO#: 87518.",follow_up
"Dear Team, Greetings from Tiger Fire! ... interest in representing your esteemed brand... As per PO #67854.",general_enquiry
"Dear Team, Greetings from Tiger Fire! ... interest in representing your esteemed brand... As per PO #67854.",general_enquiry
Requesting your best quote for 50 units of 9kg ABC powder extinguishers with ISI certification for our new factory in Pune. Required with wall brackets and maintenance certificates. Kindly include GST No: 27AAACX1234Z1Z in the invoice.,quotation_request
Requesting your best quote for 50 units of 9kg ABC powder extinguishers with ISI certification for our new factory in Pune. Required with wall brackets and maintenance certificates. Kindly include GST No: 27AAACX1234Z1Z in the invoice.,quotation_request
Kindly provide quotation for 10 nos. of 45kg CO2 trolley-mounted extinguishers with SOLAS certification for our marine project. Delivery needed within 3 weeks to Mumbai port. Preferred Model: FM-200. Items: Item: 4kg CO2 | Qty: 5 | Rate: Rs. 2400/-,quotation_request
Please quote your most competitive rates for 25 sets of 6kg DCP extinguishers with IRS approval for our offshore platform. Include installation charges if applicable.,quotation_request
Please quote your most competitive rates for 25 sets of 6kg DCP extinguishers with IRS approval for our offshore platform. Include installation charges if applicable.,quotation_request
We require urgent pricing for 100 units of 2kg aerosol fire suppression systems for server racks. Must have UL/CE certification and 3-year warranty. Reference PO#: 11940. Items: Item: 4kg CO2 | Qty: 5 | Rate: Rs. 2400/-,quotation_request
We require urgent pricing for 100 units of 2kg aerosol fire suppression systems for server racks. Must have UL/CE certification and 3-year warranty. Reference PO#: 11940. Items: Item: 4kg CO2 | Qty: 5 | Rate: Rs. 2400/-,quotation_request
"Request for quotation: 15 nos. 9L foam extinguishers with spare charges and 5 nos. 50kg wheeled foam units. Project: Tata Steel Gopalpur, required by 15th next month.",quotation_request
"Request for quotation: 15 nos. 9L foam extinguishers with spare charges and 5 nos. 50kg wheeled foam units. Project: Tata Steel Gopalpur, required by 15th next month.",quotation_request
Kindly send commercial offer for 30 pieces of 4.5kg CO2 extinguishers with 90% MAP powder and wall brackets. Preferred brands: Minimax or Firefite. Preferred Model No: ABC-6KG.,quotation_request
"Please quote for annual maintenance contract for 150 extinguishers across our 5 retail outlets in Bangalore. Include refilling, inspection and certification costs. Preferred Model No: FMX-2.5L.",quotation_request
Urgent: Need best rates for 200kg clean agent fire suppression system for our data center. Required with FM-200 agent and UL300 approval. As per PO #33252. Preferred Model: DCP-6L.,quotation_request
Urgent: Need best rates for 200kg clean agent fire suppression system for our data center. Required with FM-200 agent and UL300 approval. As per PO #33252. Preferred Model: DCP-6L.,quotation_request
"Requesting quotation for 8 sets of kitchen hood suppression systems as per NFPA96. Include design, installation and commissioning charges.",quotation_request
"Requesting quotation for 8 sets of kitchen hood suppression systems as per NFPA96. Include design, installation and commissioning charges.",quotation_request
Please provide rates for 60 nos. 6kg ABC extinguishers with BIS certification for our housing project. Delivery required in 3 batches over 6 months.,quotation_request
Please provide rates for 60 nos. 6kg ABC extinguishers with BIS certification for our housing project. Delivery required in 3 batches over 6 months.,quotation_request
Kindly submit quotation for 12 nos. 135L mechanical foam extinguishers with spare cartridges for our oil terminal. Must meet OISD standards.,quotation_request
Kindly submit quotation for 12 nos. 135L mechanical foam extinguishers with spare cartridges for our oil terminal. Must meet OISD standards.,quotation_request
We require pricing for 25 units of vehicle-mounted 50kg DCP systems for our mining trucks. Include mounting brackets and maintenance training. Our GST No: 27AABCU9603R1ZV is applicable.,quotation_request
We require pricing for 25 units of vehicle-mounted 50kg DCP systems for our mining trucks. Include mounting brackets and maintenance training. Our GST No: 27AABCU9603R1ZV is applicable.,quotation_request
Please quote for 40 sets of 2kg FE36 clean agent extinguishers for electronics lab. Required with thermal indicators and wall signs. Our GST No: 27AABCU9603R1ZV is applicable.,quotation_request
Please quote for 40 sets of 2kg FE36 clean agent extinguishers for electronics lab. Required with thermal indicators and wall signs. Our GST No: 27AABCU9603R1ZV is applicable.,quotation_request
Request your best offer for 18 nos. 9kg CO2 extinguishers with frost-free horns for our pharmaceutical cold storage units. As per PO #76506.,quotation_request
Request your best offer for 18 nos. 9kg CO2 extinguishers with frost-free horns for our pharmaceutical cold storage units. As per PO #76506.,quotation_request
Kindly provide rates for 75 units of 6kg ABC extinguishers with aluminum shells for our corporate offices. Bulk discount expected.,quotation_request
Kindly provide rates for 75 units of 6kg ABC extinguishers with aluminum shells for our corporate offices. Bulk discount expected.,quotation_request
The 15 extinguishers delivered yesterday all have pressure gauges in red zone. Request immediate replacement as this is safety critical.,complaint
The 15 extinguishers delivered yesterday all have pressure gauges in red zone. Request immediate replacement as this is safety critical.,complaint
Our received 10kg CO2 units are leaking from valves. Batch No. FE2234. Please arrange technician visit or replacement within 24 hours.,complaint
Our received 10kg CO2 units are leaking from valves. Batch No. FE2234. Please arrange technician visit or replacement within 24 hours.,complaint
The installed kitchen suppression system failed during mandatory testing. Jets didn't activate and control panel showed error E12. Unacceptable!,complaint
The installed kitchen suppression system failed during mandatory testing. Jets didn't activate and control panel showed error E12. Unacceptable!,complaint
Received 25 units instead of 30 as per invoice #2245. Missing 5 nos. 6kg ABC extinguishers. Holding payment until resolved. As per PO #46500. Items: Item: 4kg CO2 | Qty: 5 | Rate: Rs. 2400/-,complaint
Received 25 units instead of 30 as per invoice #2245. Missing 5 nos. 6kg ABC extinguishers. Holding payment until resolved. As per PO #46500. Items: Item: 4kg CO2 | Qty: 5 | Rate: Rs. 2400/-,complaint
Your technician damaged our server room wall during FDSS installation. Provide compensation or we'll deduct from final payment. Reference PO#: 27246.,complaint
Your technician damaged our server room wall during FDSS installation. Provide compensation or we'll deduct from final payment. Reference PO#: 27246.,complaint
The refilled DCP extinguishers show only 80% weight as per our verification. Demand proper refilling or full refund. Preferred Model No: FMX-2.5L. Items: Item: 4kg CO2 | Qty: 5 | Rate: Rs. 2400/-,complaint
The refilled DCP extinguishers show only 80% weight as per our verification. Demand proper refilling or full refund. Preferred Model No: FMX-2.5L. Items: Item: 4kg CO2 | Qty: 5 | Rate: Rs. 2400/-,complaint
Third follow-up: Still awaiting resolution for leaking foam extinguishers reported 2 weeks ago (Ticket #FC-1123). Escalating to management. Kindly include GST No: 27AAACX1234Z1Z in the invoice. Preferred Model: ULX-2.5L.,complaint
Third follow-up: Still awaiting resolution for leaking foam extinguishers reported 2 weeks ago (Ticket #FC-1123). Escalating to management. Kindly include GST No: 27AAACX1234Z1Z in the invoice. Preferred Model: ULX-2.5L.,complaint
The 'UL-certified' control panel supplied last month is clearly counterfeit. This violates our contract terms - serious action will follow.,complaint
The 'UL-certified' control panel supplied last month is clearly counterfeit. This violates our contract terms - serious action will follow.,complaint
"Maintenance team arrived 4 hours late without prior notice, disrupting our operations. Unprofessional and unacceptable.",complaint
"Maintenance team arrived 4 hours late without prior notice, disrupting our operations. Unprofessional and unacceptable.",complaint
"The installed aerosol system discharged accidentally, causing ₹1.5L equipment damage. Provide root cause analysis and compensation. Kindly include GST No: 27AAACX1234Z1Z in the invoice.",complaint
Received wrong model - FAS500 instead of FAS5000 as ordered. This delay is impacting our project timeline significantly. Preferred Model No: FMX-2.5L.,complaint
Received wrong model - FAS500 instead of FAS5000 as ordered. This delay is impacting our project timeline significantly. Preferred Model No: FMX-2.5L.,complaint
Your team left installation incomplete with exposed wiring. Failed safety audit as a result. Require urgent completion. Kindly include GST No: 27AAACX1234Z1Z in the invoice.,complaint
Your team left installation incomplete with exposed wiring. Failed safety audit as a result. Require urgent completion. Kindly include GST No: 27AAACX1234Z1Z in the invoice.,complaint
The annual maintenance was not performed as scheduled despite 3 reminders. Considering legal termination of contract. As per PO #84820.,complaint
The annual maintenance was not performed as scheduled despite 3 reminders. Considering legal termination of contract. As per PO #84820.,complaint
Brackets supplied with extinguishers are corroding within 2 months - clearly substandard material used. Replace with SS304 as promised. Kindly include GST No: 27AAACX1234Z1Z in the invoice.,complaint
Brackets supplied with extinguishers are corroding within 2 months - clearly substandard material used. Replace with SS304 as promised. Kindly include GST No: 27AAACX1234Z1Z in the invoice.,complaint
The training session promised with AMC was never conducted. Either arrange within 7 days or provide refund. Preferred Model No: DCP-4KG. Items: Item: 4kg CO2 | Qty: 5 | Rate: Rs. 2400/-,complaint
The training session promised with AMC was never conducted. Either arrange within 7 days or provide refund. Preferred Model No: DCP-4KG. Items: Item: 4kg CO2 | Qty: 5 | Rate: Rs. 2400/-,complaint
Please share technical specifications and test certificates for your 6kg ABC extinguishers. Need for compliance documentation.,general_enquiry
Please share technical specifications and test certificates for your 6kg ABC extinguishers. Need for compliance documentation.,general_enquiry
Do you provide customized color options for corporate branding of extinguishers? We require matching our RAL7021 grey standard.,general_enquiry
Do you provide customized color options for corporate branding of extinguishers? We require matching our RAL7021 grey standard.,general_enquiry
Requesting product catalog and agency terms for distributing your fire safety products in Middle East region.,general_enquiry
Requesting product catalog and agency terms for distributing your fire safety products in Middle East region.,general_enquiry
What's the lead time for 50+ units of marine extinguishers with MED approval? Need for upcoming vessel drydock. Preferred Model No: CO2-5KG.,general_enquiry
What's the lead time for 50+ units of marine extinguishers with MED approval? Need for upcoming vessel drydock. Preferred Model No: CO2-5KG.,general_enquiry
Can your FDSS integrate with existing Siemens FS720 fire alarm panel? Need confirmation before procurement. Preferred Model No: DCP-4KG.,general_enquiry
are your fdss modules compatible with a current siemens fs720 fire alarm?,general_enquiry
can your fdss integrate with existing siemens fire alarm panel fs720?,general_enquiry
Please share maintenance schedule and checklist for aerosol systems in 24/7 data center environment.,general_enquiry
Please share maintenance schedule and checklist for aerosol systems in 24/7 data center environment.,general_enquiry
Do you offer certified training programs for handling chemical fires using your DCP systems? Need for 15 staff members. Preferred Model No: CO2-5KG.,general_enquiry
Do you offer certified training programs for handling chemical fires using your DCP systems? Need for 15 staff members. Preferred Model No: CO2-5KG.,general_enquiry
Requesting MSDS sheets for all foam concentrates used in your extinguishers for our safety compliance records.,general_enquiry
Requesting MSDS sheets for all foam concentrates used in your extinguishers for our safety compliance records.,general_enquiry
What warranty do you provide on your clean agent systems? Need details on coverage and claim process.,general_enquiry
what warranty do you offer on clean agent systems?,general_enquiry
Are your CO2 extinguishers suitable for 33kV switchgear protection as per latest IEC standards? Preferred Model No: DCP-4KG.,general_enquiry
are co2 extinguishers suitable for 33kv switchgear protection according to latest iec standards?,general_enquiry
Please confirm if your kitchen systems meet the new EN2-2018 standards for restaurant applications.,general_enquiry
please verify if your kitchen systems comply with the new en2-2018 standards for restaurant applications,general_enquiry
please confirm that your kitchen systems are meeting the new en2-2018 standards for restaurant applications,general_enquiry
please confirm if your kitchen systems comply with the new en2-2018 standards for restaurant applications,general_enquiry
please confirm if your kitchen systems meet the new en2 2018 standards for restaurant applications,general_enquiry
please confirm if your kitchen systems meet the new en2-2018 standards for restaurant applications,general_enquiry
Do you have UL-approved models of your 9kg DCP extinguishers available for US projects?,general_enquiry
do you have ul approved models of your 9kg dcp extinguishers available for us projects?,general_enquiry
do you have ul-approved models of your 9kg dcp extinguishers available for us projects?,general_enquiry
Requesting site visit to demonstrate your vehicle suppression systems for our mining equipment fleet.,general_enquiry
requesting a site visit to demonstrate your suppression systems for our mining equipment fleet,general_enquiry
What's the expected service life of your AVD fire blankets under constant 45°C industrial environment?,general_enquiry
how long do fire blankets in a constant temperature environment last?,general_enquiry
Can you provide references from recent clients who installed your data center suppression systems? As per PO #46464.,general_enquiry
can you provide references from recently installed clients who installed your data center suppression systems?,general_enquiry
can you provide references from recent clients who installed your data center suppression system?,general_enquiry
can you provide references from recent clients who installed your data center suppression systems?,general_enquiry
can you provide references from recent clients who installed your suppression systems? as per po 46464,general_enquiry
Gentle reminder: Awaiting quotation for 35 ABC extinguishers requested 10 days ago. Our tender submission deadline is approaching.,follow_up
our bid deadline is approaching,follow_up
Follow-up #3: Still no response to our technical queries about FDSS integration sent on 15th March. Kindly reply today.,follow_up
Follow-up #3: Still no response to our technical queries about FDSS integration sent on 15th March. Kindly reply today.,follow_up
Please confirm receipt of our PO#2241 for 50 extinguishers and share expected delivery date. Procurement team requires update.,follow_up
Please confirm receipt of our PO#2241 for 50 extinguishers and share expected delivery date. Procurement team requires update.,follow_up
Reminder: Tomorrow is scheduled installation date for kitchen system. Kindly confirm crew arrival time. Kindly include GST No: 27AAACX1234Z1Z in the invoice.,follow_up
Reminder: Tomorrow is scheduled installation date for kitchen system. Kindly confirm crew arrival time. Kindly include GST No: 27AAACX1234Z1Z in the invoice.,follow_up
Following up on our discussion about customized 100kg foam system - awaiting your feasibility report promised last week. As per PO #66702.,follow_up
a follow up on our discussion about a customized foam system of 100 kg - awaiting your feasibility report promised last week,follow_up
Second reminder: The leaking extinguishers reported under warranty claim #WC-331 still not replaced after 2 weeks. Items: Item: 4kg CO2 | Qty: 5 | Rate: Rs. 2400/-,follow_up
Second reminder: The leaking extinguishers reported under warranty claim #WC-331 still not replaced after 2 weeks. Items: Item: 4kg CO2 | Qty: 5 | Rate: Rs. 2400/-,follow_up
Kindly update on status of our complaint about faulty heat detectors (Ticket #FC-2241). Escalating if no resolution by EOD. Reference PO#: 70305.,follow_up
Kindly update on status of our complaint about faulty heat detectors (Ticket #FC-2241). Escalating if no resolution by EOD. Reference PO#: 70305.,follow_up
"Per our call yesterday, awaiting revised AMC proposal by today 4PM as discussed. Need for management review.",follow_up
"Per our call yesterday, awaiting revised AMC proposal by today 4PM as discussed. Need for management review.",follow_up
Requesting update: Has finance approved the quoted ₹8.5L for warehouse suppression upgrade? Decision needed urgently. As per PO #34086.,follow_up
Follow-up: The training certificates promised after last month's session still not received. Required for compliance audit. Reference PO#: 66943.,follow_up
Follow-up: The training certificates promised after last month's session still not received. Required for compliance audit. Reference PO#: 66943.,follow_up
Reminder: Payment processed as per invoice #4451. Please share dispatch details and expected delivery timeline.,follow_up
Reminder: Payment processed as per invoice #4451. Please share dispatch details and expected delivery timeline.,follow_up
Following up on demo unit request for your vehicle suppression system. Need confirmation of availability this week. Preferred Model No: DCP-4KG.,follow_up
Following up on demo unit request for your vehicle suppression system. Need confirmation of availability this week. Preferred Model No: DCP-4KG.,follow_up
Kindly send installation completion certificate for FDSS commissioned last month. Required for safety compliance file. Kindly include GST No: 27AAACX1234Z1Z in the invoice.,follow_up
Kindly send installation completion certificate for FDSS commissioned last month. Required for safety compliance file. Kindly include GST No: 27AAACX1234Z1Z in the invoice.,follow_up
Reminder: Annual maintenance due next week. Please share technician schedule and checklist in advance. Kindly include GST No: 27AAACX1234Z1Z in the invoice.,follow_up
Reminder: Annual maintenance due next week. Please share technician schedule and checklist in advance. Kindly include GST No: 27AAACX1234Z1Z in the invoice.,follow_up
Follow-up: No response to our request for extended warranty terms sent 7 days ago. Kindly prioritize.,follow_up
Follow-up: No response to our request for extended warranty terms sent 7 days ago. Kindly prioritize.,follow_up
The delivered CO2 extinguishers (Batch #FE-2234) are leaking from the valve seals. We need immediate replacement as this poses safety risks. Kindly include GST No: 27AAACX1234Z1Z in the invoice.,complaint
